time,direct_irradiance,sky_diffused,ground_diffused,H_sun,T2m,WS10m,Int,grid_price,diffuse_iradiance
2018-12-31 23:49:00,0.0,0.0,0.0,0.0,10.84,2.41,0.0,73.1124066364972,0.0
2019-01-01 00:49:00,0.0,0.0,0.0,0.0,10.23,1.86,0.0,44.552162820654615,0.0
2019-01-01 01:49:00,0.0,0.0,0.0,0.0,10.43,1.38,0.0,26.148748087336116,0.0
2019-01-01 02:49:00,0.0,0.0,0.0,-1.7,9.94,1.45,0.0,64.40942605662768,0.0
2019-01-01 03:49:00,296.65,157.66,2.17,9.88,10.46,1.38,0.0,90.21540693551857,159.82999999999998
2019-01-01 04:49:00,536.96,175.27,4.48,20.4,13.8,2.07,0.0,65.36384113974893,179.75
2019-01-01 05:49:00,713.78,171.93,6.35,29.3,15.57,3.24,0.0,50.78767242037856,178.28
2019-01-01 06:49:00,787.6,173.92,7.48,35.75,16.98,3.59,0.0,59.422816447247264,181.39999999999998
2019-01-01 07:49:00,796.12,164.55,7.86,38.82,18.12,3.86,0.0,70.2024954434788,172.41000000000003
2019-01-01 08:49:00,708.67,158.55,7.36,37.9,18.88,3.79,0.0,36.75920835292119,165.91000000000003
2019-01-01 09:49:00,555.37,146.0,6.1,33.18,19.41,3.66,0.0,70.82900003625286,152.1
2019-01-01 10:49:00,353.73,123.04,4.22,25.5,19.49,3.38,0.0,48.45525050311229,127.26
2019-01-01 11:49:00,145.54,76.86,1.99,15.77,19.22,2.97,0.0,11.861774332651386,78.85
2019-01-01 12:49:00,0.0,0.0,0.0,0.0,18.41,2.34,0.0,9.426213105130476,0.0
2019-01-01 13:49:00,0.0,0.0,0.0,0.0,17.24,1.31,0.0,36.38663611853629,0.0
2019-01-01 14:49:00,0.0,0.0,0.0,0.0,16.31,0.83,0.0,84.71691917257755,0.0
2019-01-01 15:49:00,0.0,0.0,0.0,0.0,15.27,0.83,0.0,10.866804161171228,0.0
2019-01-01 16:49:00,0.0,0.0,0.0,0.0,14.03,1.03,0.0,96.096616629602,0.0
2019-01-01 17:49:00,0.0,0.0,0.0,0.0,13.08,1.1,0.0,72.85913787636802,0.0
2019-01-01 18:49:00,0.0,0.0,0.0,0.0,13.14,0.97,0.0,30.31299072724091,0.0
2019-01-01 19:49:00,0.0,0.0,0.0,0.0,12.54,1.03,0.0,14.819255100205876,0.0
2019-01-01 20:49:00,0.0,0.0,0.0,0.0,12.28,0.97,0.0,27.563627049062646,0.0
2019-01-01 21:49:00,0.0,0.0,0.0,0.0,12.44,0.97,0.0,70.25572713088708,0.0
2019-01-01 22:49:00,0.0,0.0,0.0,0.0,11.29,1.38,0.0,24.415451823184164,0.0
2019-01-01 23:49:00,0.0,0.0,0.0,0.0,9.87,1.86,0.0,30.56367801386769,0.0
2019-01-02 00:49:00,0.0,0.0,0.0,0.0,9.21,1.93,0.0,38.41680166412091,0.0
2019-01-02 01:49:00,0.0,0.0,0.0,0.0,8.98,2.0,0.0,96.62240348188203,0.0
2019-01-02 02:49:00,0.0,0.0,0.0,-1.75,8.96,2.07,0.0,92.25342807458917,0.0
2019-01-02 03:49:00,344.46,154.31,2.27,9.84,9.5,2.07,0.0,77.46219394779318,156.58
2019-01-02 04:49:00,546.6,170.2,4.49,20.39,13.84,2.9,0.0,45.130036229843185,174.69
2019-01-02 05:49:00,226.05,288.1,4.6,29.31,16.19,4.34,0.0,20.50307902140036,292.70000000000005
2019-01-02 06:49:00,765.57,181.89,7.4,35.8,17.75,4.69,0.0,40.08660733084627,189.29
2019-01-02 07:49:00,682.43,216.22,7.49,38.9,18.9,5.24,0.0,50.20911804553438,223.71
2019-01-02 08:49:00,727.55,151.76,7.45,38.0,19.6,5.52,0.0,66.72309075712116,159.20999999999998
2019-01-02 09:49:00,367.95,222.1,5.42,33.3,19.77,5.66,0.0,81.35288958564189,227.51999999999998
2019-01-02 10:49:00,207.45,173.69,3.64,25.63,19.5,5.38,0.0,15.71791579429217,177.32999999999998
2019-01-02 11:49:00,5.74,72.97,0.94,15.9,18.95,4.97,0.0,91.80166733827019,73.91
2019-01-02 12:49:00,0.0,0.0,0.0,0.0,18.03,4.0,0.0,19.321265873042613,0.0
2019-01-02 13:49:00,0.0,0.0,0.0,0.0,17.04,2.97,0.0,3.087489626087947,0.0
2019-01-02 14:49:00,0.0,0.0,0.0,0.0,16.36,2.62,0.0,91.55260798260716,0.0
2019-01-02 15:49:00,0.0,0.0,0.0,0.0,15.89,2.55,0.0,69.05832476591225,0.0
2019-01-02 16:49:00,0.0,0.0,0.0,0.0,15.52,2.69,0.0,3.88320740744047,0.0
2019-01-02 17:49:00,0.0,0.0,0.0,0.0,15.26,2.83,0.0,19.90475856427272,0.0
2019-01-02 18:49:00,0.0,0.0,0.0,0.0,14.88,3.03,0.0,1.5769926907038267,0.0
2019-01-02 19:49:00,0.0,0.0,0.0,0.0,14.42,2.97,0.0,63.50933214635342,0.0
2019-01-02 20:49:00,0.0,0.0,0.0,0.0,13.94,2.9,0.0,74.98625225043848,0.0
2019-01-02 21:49:00,0.0,0.0,0.0,0.0,13.61,2.9,0.0,91.98094920029801,0.0
2019-01-02 22:49:00,0.0,0.0,0.0,0.0,13.21,2.9,0.0,91.12921370537784,0.0
2019-01-02 23:49:00,0.0,0.0,0.0,0.0,12.81,2.83,0.0,12.794085767611573,0.0
2019-01-03 00:49:00,0.0,0.0,0.0,0.0,12.48,2.83,0.0,56.343414836202065,0.0
2019-01-03 01:49:00,0.0,0.0,0.0,0.0,12.07,2.83,0.0,83.40072435725375,0.0
2019-01-03 02:49:00,0.0,0.0,0.0,-1.79,11.83,2.9,0.0,77.91492493432607,0.0
2019-01-03 03:49:00,11.88,84.99,1.06,9.82,12.58,2.83,0.0,48.645848146014735,86.05
2019-01-03 04:49:00,143.96,216.32,3.12,20.38,15.88,3.45,0.0,13.330555859013815,219.44
2019-01-03 05:49:00,8.37,198.98,2.5,29.33,17.74,4.48,0.0,87.61477629910618,201.48
2019-01-03 06:49:00,105.56,311.71,4.43,35.85,19.13,4.9,0.0,26.64559564501854,316.14
2019-01-03 07:49:00,166.46,334.58,5.15,38.98,20.03,5.24,0.0,91.26342369953252,339.72999999999996
2019-01-03 08:49:00,194.27,314.2,5.16,38.12,20.64,5.72,0.0,49.57417313948219,319.36
2019-01-03 09:49:00,15.08,209.73,2.7,33.43,21.01,6.0,0.0,15.300443160350618,212.42999999999998
2019-01-03 10:49:00,20.57,162.26,2.15,25.76,20.96,5.86,0.0,10.787913910295666,164.41
2019-01-03 11:49:00,21.46,87.75,1.23,16.04,20.29,5.38,0.0,1.4623637538420442,88.98
2019-01-03 12:49:00,0.0,0.0,0.0,0.0,19.37,4.0,0.0,88.25073259816048,0.0
2019-01-03 13:49:00,0.0,0.0,0.0,0.0,18.32,3.24,0.0,2.6306337379710887,0.0
2019-01-03 14:49:00,0.0,0.0,0.0,0.0,17.7,3.03,0.0,80.91922223911126,0.0
2019-01-03 15:49:00,0.0,0.0,0.0,0.0,17.24,3.03,0.0,35.64102438051179,0.0
2019-01-03 16:49:00,0.0,0.0,0.0,0.0,16.86,3.38,0.0,48.780643272791444,0.0
2019-01-03 17:49:00,0.0,0.0,0.0,0.0,16.63,3.79,0.0,53.49829781964465,0.0
2019-01-03 18:49:00,0.0,0.0,0.0,0.0,16.0,3.86,0.0,27.876512205900305,0.0
2019-01-03 19:49:00,0.0,0.0,0.0,0.0,15.43,4.0,0.0,58.98007747932211,0.0
2019-01-03 20:49:00,0.0,0.0,0.0,0.0,15.0,4.14,0.0,67.47215454693307,0.0
2019-01-03 21:49:00,0.0,0.0,0.0,0.0,14.68,4.21,0.0,94.78939264084904,0.0
2019-01-03 22:49:00,0.0,0.0,0.0,0.0,14.36,3.93,0.0,9.955145784860298,0.0
2019-01-03 23:49:00,0.0,0.0,0.0,0.0,13.93,3.59,0.0,6.5607288493116815,0.0
2019-01-04 00:49:00,0.0,0.0,0.0,0.0,13.52,3.31,0.0,69.56156072140107,0.0
2019-01-04 01:49:00,0.0,0.0,0.0,0.0,13.03,3.1,0.0,22.209848643210893,0.0
2019-01-04 02:49:00,0.0,0.0,0.0,-1.83,12.53,2.97,0.0,18.653682212925183,0.0
2019-01-04 03:49:00,0.0,60.25,0.74,9.8,13.01,2.97,0.0,99.55536454111814,60.99
2019-01-04 04:49:00,0.0,99.8,1.23,20.38,14.78,3.59,0.0,95.06730733705864,101.03
2019-01-04 05:49:00,351.03,279.9,5.17,29.36,16.33,4.55,0.0,22.682480233489922,285.07
2019-01-04 06:49:00,563.95,263.98,6.77,35.91,18.3,5.24,0.0,69.83677979242958,270.75
2019-01-04 07:49:00,574.05,261.03,7.14,39.08,19.57,5.45,0.0,50.50218572897256,268.16999999999996
2019-01-04 08:49:00,389.46,285.66,6.22,38.24,20.23,5.03,0.0,15.702559953346796,291.88000000000005
2019-01-04 09:49:00,268.32,251.05,5.0,33.57,20.37,4.76,0.0,88.99208764367262,256.05
2019-01-04 10:49:00,209.35,174.6,3.67,25.91,20.23,4.76,0.0,96.87531522333678,178.26999999999998
2019-01-04 11:49:00,99.79,91.98,1.84,16.18,19.65,4.76,0.0,94.49747268474478,93.82000000000001
2019-01-04 12:49:00,0.0,0.0,0.0,0.0,18.58,4.48,0.0,28.234825107932394,0.0
2019-01-04 13:49:00,0.0,0.0,0.0,0.0,17.52,4.14,0.0,75.22648675114849,0.0
2019-01-04 14:49:00,0.0,0.0,0.0,0.0,16.49,4.14,0.0,87.76956700077487,0.0
2019-01-04 15:49:00,0.0,0.0,0.0,0.0,15.62,4.14,0.0,46.37916098140401,0.0
2019-01-04 16:49:00,0.0,0.0,0.0,0.0,14.75,4.21,0.0,87.9274621051366,0.0
2019-01-04 17:49:00,0.0,0.0,0.0,0.0,13.98,4.21,0.0,52.31384866812865,0.0
2019-01-04 18:49:00,0.0,0.0,0.0,0.0,13.05,4.21,0.0,43.245244528711325,0.0
2019-01-04 19:49:00,0.0,0.0,0.0,0.0,12.26,3.93,0.0,45.19275856838591,0.0
2019-01-04 20:49:00,0.0,0.0,0.0,0.0,11.59,3.79,0.0,74.56329698036608,0.0
2019-01-04 21:49:00,0.0,0.0,0.0,0.0,10.96,3.72,0.0,59.61150027984008,0.0
2019-01-04 22:49:00,0.0,0.0,0.0,0.0,10.35,3.59,0.0,55.74294611323955,0.0
2019-01-04 23:49:00,0.0,0.0,0.0,0.0,9.78,3.59,0.0,19.107870570268958,0.0
2019-01-05 00:49:00,0.0,0.0,0.0,0.0,9.22,3.59,0.0,81.27540307531656,0.0
2019-01-05 01:49:00,0.0,0.0,0.0,0.0,8.56,3.38,0.0,66.6350182005593,0.0
2019-01-05 02:49:00,0.0,0.0,0.0,-1.86,8.0,3.31,0.0,16.508241363751917,0.0
2019-01-05 03:49:00,395.11,155.81,2.41,9.78,8.99,3.1,0.0,48.53326309540652,158.22
2019-01-05 04:49:00,604.32,163.73,4.74,20.38,12.08,3.93,0.0,70.85056934533287,168.47
2019-01-05 05:49:00,761.41,166.28,6.63,29.39,14.17,5.03,0.0,2.922414985275168,172.91
2019-01-05 06:49:00,828.96,170.32,7.77,35.97,15.81,6.07,0.0,20.127110633559177,178.09
2019-01-05 07:49:00,839.13,162.08,8.2,39.17,16.96,6.07,0.0,62.94167778589939,170.28
2019-01-05 08:49:00,738.86,161.79,7.66,38.36,17.79,5.79,0.0,87.57265258785509,169.45
2019-01-05 09:49:00,585.0,149.17,6.41,33.71,18.25,5.52,0.0,67.83084506774053,155.57999999999998
2019-01-05 10:49:00,378.18,126.06,4.48,26.05,18.27,5.31,0.0,4.9454669373249605,130.54
2019-01-05 11:49:00,142.0,86.89,2.09,16.33,17.72,5.31,0.0,97.54425997117508,88.98
2019-01-05 12:49:00,0.0,0.0,0.0,0.0,16.43,4.48,0.0,15.43033509099746,0.0
2019-01-05 13:49:00,0.0,0.0,0.0,0.0,14.82,3.66,0.0,40.32584379547012,0.0
2019-01-05 14:49:00,0.0,0.0,0.0,0.0,13.5,2.76,0.0,53.81194836700634,0.0
2019-01-05 15:49:00,0.0,0.0,0.0,0.0,12.2,2.28,0.0,34.89079405579362,0.0
2019-01-05 16:49:00,0.0,0.0,0.0,0.0,10.75,2.07,0.0,91.68084467618706,0.0
2019-01-05 17:49:00,0.0,0.0,0.0,0.0,9.3,2.07,0.0,83.74233107823217,0.0
2019-01-05 18:49:00,0.0,0.0,0.0,0.0,8.35,2.07,0.0,72.71698171739268,0.0
2019-01-05 19:49:00,0.0,0.0,0.0,0.0,7.46,2.14,0.0,31.112060868082768,0.0
2019-01-05 20:49:00,0.0,0.0,0.0,0.0,6.93,2.07,0.0,71.0084916297827,0.0
2019-01-05 21:49:00,0.0,0.0,0.0,0.0,6.79,1.93,0.0,76.73653116768773,0.0
2019-01-05 22:49:00,0.0,0.0,0.0,0.0,6.98,1.79,0.0,62.615603184978866,0.0
2019-01-05 23:49:00,0.0,0.0,0.0,0.0,8.66,1.72,0.0,68.22101762682526,0.0
2019-01-06 00:49:00,0.0,0.0,0.0,0.0,9.36,2.0,0.0,12.486083444164752,0.0
2019-01-06 01:49:00,0.0,0.0,0.0,0.0,8.92,2.21,0.0,76.14204358861123,0.0
2019-01-06 02:49:00,0.0,0.0,0.0,-1.89,8.86,2.21,0.0,80.82056128274951,0.0
2019-01-06 03:49:00,287.95,159.89,2.16,9.77,9.69,2.14,0.0,27.60681050154966,162.04999999999998
2019-01-06 04:49:00,475.78,197.27,4.36,20.39,12.43,2.41,0.0,99.80560397636928,201.63000000000002
2019-01-06 05:49:00,752.14,164.04,6.56,29.43,16.72,3.86,0.0,89.52218479801647,170.6
2019-01-06 06:49:00,798.99,176.58,7.62,36.04,18.09,4.69,0.0,34.05852213674555,184.20000000000002
2019-01-06 07:49:00,689.5,223.43,7.64,39.28,18.99,5.79,0.0,2.436518110145447,231.07
2019-01-06 08:49:00,662.65,191.02,7.35,38.5,19.46,6.34,0.0,37.16773297566163,198.37
2019-01-06 09:49:00,334.3,242.43,5.41,33.86,19.72,6.62,0.0,22.214595531445912,247.84
2019-01-06 10:49:00,5.45,139.84,1.77,26.2,19.54,6.55,0.0,73.8082327199052,141.61
2019-01-06 11:49:00,151.32,84.17,2.14,16.48,19.0,6.07,0.0,69.85042951802795,86.31
2019-01-06 12:49:00,0.0,0.0,0.0,0.0,17.97,4.97,0.0,13.935352420705716,0.0
2019-01-06 13:49:00,0.0,0.0,0.0,0.0,16.87,4.07,0.0,18.95865089888068,0.0
2019-01-06 14:49:00,0.0,0.0,0.0,0.0,16.27,3.93,0.0,49.47789300495804,0.0
2019-01-06 15:49:00,0.0,0.0,0.0,0.0,15.76,3.93,0.0,99.40557275101129,0.0
2019-01-06 16:49:00,0.0,0.0,0.0,0.0,15.46,4.14,0.0,84.3190353597494,0.0
2019-01-06 17:49:00,0.0,0.0,0.0,0.0,15.19,4.34,0.0,15.04859136189507,0.0
2019-01-06 18:49:00,0.0,0.0,0.0,0.0,14.67,4.55,0.0,85.32979623325086,0.0
2019-01-06 19:49:00,0.0,0.0,0.0,0.0,14.15,4.69,0.0,20.092907602923383,0.0
2019-01-06 20:49:00,0.0,0.0,0.0,0.0,13.6,4.55,0.0,31.809886251687026,0.0
2019-01-06 21:49:00,0.0,0.0,0.0,0.0,13.05,4.28,0.0,85.23484218963856,0.0
2019-01-06 22:49:00,0.0,0.0,0.0,0.0,12.59,4.0,0.0,42.75287185399436,0.0
2019-01-06 23:49:00,0.0,0.0,0.0,0.0,12.23,3.72,0.0,41.57848850045093,0.0
2019-01-07 00:49:00,0.0,0.0,0.0,0.0,11.96,3.72,0.0,37.11802046737416,0.0
2019-01-07 01:49:00,0.0,0.0,0.0,0.0,11.77,3.86,0.0,90.99866660141494,0.0
2019-01-07 02:49:00,0.0,0.0,0.0,-1.91,11.55,4.07,0.0,97.10600539806576,0.0
2019-01-07 03:49:00,0.0,16.01,0.2,9.76,11.8,4.07,0.0,63.64814806218938,16.21
2019-01-07 04:49:00,0.0,53.66,0.66,20.41,12.49,4.83,0.0,98.78769665300287,54.31999999999999
2019-01-07 05:49:00,0.0,112.04,1.38,29.47,13.49,5.59,0.0,36.26600984732674,113.42
2019-01-07 06:49:00,0.0,119.57,1.48,36.12,15.19,6.48,0.0,39.18841486492165,121.05
2019-01-07 07:49:00,0.0,156.29,1.93,39.4,16.26,7.1,0.0,39.256134310898986,158.22
2019-01-07 08:49:00,12.51,241.51,3.07,38.64,17.35,7.38,0.0,59.9214835842581,244.57999999999998
2019-01-07 09:49:00,0.0,107.33,1.33,34.01,17.95,7.24,0.0,35.0655666032171,108.66
2019-01-07 10:49:00,0.0,45.19,0.56,26.36,17.97,6.9,0.0,47.04196600609668,45.75
2019-01-07 11:49:00,0.0,16.01,0.2,16.63,17.6,6.34,0.0,4.5846576544345545,16.21
2019-01-07 12:49:00,0.0,0.91,0.01,5.55,16.93,5.17,0.0,80.88610324531815,0.92
2019-01-07 13:49:00,0.0,0.0,0.0,0.0,16.23,4.14,0.0,8.126796709428685,0.0
2019-01-07 14:49:00,0.0,0.0,0.0,0.0,15.98,3.79,0.0,98.61292740140426,0.0
2019-01-07 15:49:00,0.0,0.0,0.0,0.0,15.63,3.72,0.0,30.885654136093788,0.0
2019-01-07 16:49:00,0.0,0.0,0.0,0.0,15.22,3.79,0.0,38.10748452410759,0.0
2019-01-07 17:49:00,0.0,0.0,0.0,0.0,14.68,3.79,0.0,36.966171584023236,0.0
2019-01-07 18:49:00,0.0,0.0,0.0,0.0,13.83,3.72,0.0,6.766633503620756,0.0
2019-01-07 19:49:00,0.0,0.0,0.0,0.0,12.97,3.45,0.0,5.296834739961032,0.0
2019-01-07 20:49:00,0.0,0.0,0.0,0.0,12.32,3.38,0.0,35.143899709089474,0.0
2019-01-07 21:49:00,0.0,0.0,0.0,0.0,11.75,3.31,0.0,52.0271112810841,0.0
2019-01-07 22:49:00,0.0,0.0,0.0,0.0,11.28,3.24,0.0,36.132730759071144,0.0
2019-01-07 23:49:00,0.0,0.0,0.0,0.0,11.0,3.17,0.0,62.091699977678005,0.0
2019-01-08 00:49:00,0.0,0.0,0.0,0.0,10.89,3.1,0.0,22.50087906740412,0.0
2019-01-08 01:49:00,0.0,0.0,0.0,0.0,10.74,2.83,0.0,7.83289161450943,0.0
2019-01-08 02:49:00,0.0,0.0,0.0,-1.93,10.37,2.48,0.0,29.060567804330418,0.0
2019-01-08 03:49:00,97.68,128.29,1.59,9.76,11.47,2.21,0.0,48.018470922414494,129.88
2019-01-08 04:49:00,348.88,214.6,3.93,20.43,13.65,3.03,0.0,57.218739700486644,218.53
2019-01-08 05:49:00,367.52,274.76,5.23,29.52,15.76,3.59,0.0,58.5571935140304,279.99
2019-01-08 06:49:00,526.13,273.76,6.64,36.21,17.63,3.17,0.0,39.65798293185987,280.4
2019-01-08 07:49:00,664.54,222.39,7.46,39.52,19.17,3.24,0.0,77.5475670790896,229.85
2019-01-08 08:49:00,582.88,216.75,7.0,38.78,20.39,3.45,0.0,88.91474004803645,223.75
2019-01-08 09:49:00,405.11,212.72,5.65,34.17,21.18,3.38,0.0,66.79434320364895,218.37
2019-01-08 10:49:00,235.81,170.92,3.86,26.52,21.31,3.03,0.0,67.23761290197568,174.78
2019-01-08 11:49:00,116.37,92.85,1.99,16.79,20.96,2.55,0.0,78.42115140100383,94.83999999999999
2019-01-08 12:49:00,0.0,0.91,0.01,5.71,20.18,2.07,0.0,71.90637437426874,0.92
2019-01-08 13:49:00,0.0,0.0,0.0,0.0,19.0,1.1,0.0,32.69871333467683,0.0
2019-01-08 14:49:00,0.0,0.0,0.0,0.0,17.94,0.55,0.0,34.929432853085174,0.0
2019-01-08 15:49:00,0.0,0.0,0.0,0.0,16.93,0.34,0.0,67.42835683415426,0.0
2019-01-08 16:49:00,0.0,0.0,0.0,0.0,16.03,0.48,0.0,62.56560003355624,0.0
2019-01-08 17:49:00,0.0,0.0,0.0,0.0,15.32,0.55,0.0,30.957867428161844,0.0
2019-01-08 18:49:00,0.0,0.0,0.0,0.0,14.57,0.83,0.0,38.770176164103646,0.0
2019-01-08 19:49:00,0.0,0.0,0.0,0.0,13.72,1.1,0.0,83.07615960754242,0.0
2019-01-08 20:49:00,0.0,0.0,0.0,0.0,12.42,1.66,0.0,55.642995840175004,0.0
2019-01-08 21:49:00,0.0,0.0,0.0,0.0,11.69,1.93,0.0,85.30268108209953,0.0
2019-01-08 22:49:00,0.0,0.0,0.0,0.0,11.34,2.14,0.0,84.33713937500397,0.0
2019-01-08 23:49:00,0.0,0.0,0.0,0.0,11.06,2.34,0.0,81.4095241273118,0.0
2019-01-09 00:49:00,0.0,0.0,0.0,0.0,10.79,2.55,0.0,48.546446338474695,0.0
2019-01-09 01:49:00,0.0,0.0,0.0,0.0,10.58,2.83,0.0,67.764101299538,0.0
2019-01-09 02:49:00,0.0,0.0,0.0,-1.94,10.45,2.97,0.0,59.09621401537066,0.0
2019-01-09 03:49:00,17.72,88.51,1.1,9.77,11.67,3.03,0.0,97.16599465365485,89.61
2019-01-09 04:49:00,420.63,204.41,4.17,20.46,15.41,4.62,0.0,78.20796510294615,208.57999999999998
2019-01-09 05:49:00,642.53,200.05,6.19,29.58,17.44,5.38,0.0,73.25543796365739,206.24
2019-01-09 06:49:00,757.61,186.8,7.44,36.3,18.8,5.86,0.0,28.89300888146842,194.24
2019-01-09 07:49:00,782.71,174.05,7.92,39.64,20.03,6.28,0.0,14.634007268278705,181.97
2019-01-09 08:49:00,688.58,174.56,7.43,38.94,20.95,6.41,0.0,24.45421399067057,181.99
2019-01-09 09:49:00,563.03,150.76,6.29,34.34,21.49,6.34,0.0,57.61329311377392,157.04999999999998
2019-01-09 10:49:00,318.98,147.62,4.27,26.69,21.47,6.07,0.0,20.51217412949311,151.89000000000001
2019-01-09 11:49:00,192.6,73.07,2.36,16.95,20.96,5.66,0.0,25.98903157879573,75.42999999999999
2019-01-09 12:49:00,0.0,0.91,0.01,5.86,19.92,4.62,0.0,5.989696412155931,0.92
2019-01-09 13:49:00,0.0,0.0,0.0,0.0,18.85,3.52,0.0,45.6079712132991,0.0
2019-01-09 14:49:00,0.0,0.0,0.0,0.0,18.24,3.03,0.0,4.111038923662258,0.0
2019-01-09 15:49:00,0.0,0.0,0.0,0.0,17.76,3.03,0.0,86.14692319293148,0.0
2019-01-09 16:49:00,0.0,0.0,0.0,0.0,17.11,3.31,0.0,50.08615146937139,0.0
2019-01-09 17:49:00,0.0,0.0,0.0,0.0,16.3,3.38,0.0,24.366541123017015,0.0
2019-01-09 18:49:00,0.0,0.0,0.0,0.0,15.52,3.38,0.0,28.62860651011383,0.0
2019-01-09 19:49:00,0.0,0.0,0.0,0.0,14.69,3.1,0.0,3.5302865367388137,0.0
2019-01-09 20:49:00,0.0,0.0,0.0,0.0,14.01,3.1,0.0,34.73991729922204,0.0
2019-01-09 21:49:00,0.0,0.0,0.0,0.0,13.38,3.1,0.0,3.691662817822572,0.0
2019-01-09 22:49:00,0.0,0.0,0.0,0.0,12.84,2.97,0.0,62.49051702982954,0.0
2019-01-09 23:49:00,0.0,0.0,0.0,0.0,12.34,2.9,0.0,46.36792643895406,0.0
2019-01-10 00:49:00,0.0,0.0,0.0,0.0,11.9,2.83,0.0,1.9354902190743983,0.0
2019-01-10 01:49:00,0.0,0.0,0.0,0.0,11.41,2.97,0.0,10.521484459200192,0.0
2019-01-10 02:49:00,0.0,0.0,0.0,-1.95,11.07,3.03,0.0,42.21339199878257,0.0
2019-01-10 03:49:00,64.82,116.88,1.45,9.78,11.76,2.76,0.0,42.99819457935558,118.33
2019-01-10 04:49:00,249.91,224.71,3.62,20.5,14.53,3.93,0.0,9.976504351626303,228.33
2019-01-10 05:49:00,356.33,279.73,5.23,29.65,15.97,5.38,0.0,60.36159901896476,284.96000000000004
2019-01-10 06:49:00,125.81,319.68,4.65,36.4,17.29,6.76,0.0,68.76267930805827,324.33
2019-01-10 07:49:00,103.23,326.32,4.67,39.78,18.36,7.24,0.0,94.68323279318808,330.99
2019-01-10 08:49:00,662.45,186.34,7.35,39.1,19.36,7.38,0.0,44.55087960241067,193.69
2019-01-10 09:49:00,362.83,232.0,5.55,34.51,19.93,7.38,0.0,0.8115321327171521,237.55
2019-01-10 10:49:00,167.13,191.29,3.58,26.86,20.04,7.17,0.0,29.309602777711063,194.87
2019-01-10 11:49:00,56.95,102.56,1.67,17.12,19.61,6.48,0.0,43.8299551644708,104.23
2019-01-10 12:49:00,0.0,2.72,0.03,6.02,18.74,5.1,0.0,86.13009184381224,2.75
2019-01-10 13:49:00,0.0,0.0,0.0,0.0,17.83,3.66,0.0,18.61724705651132,0.0
2019-01-10 14:49:00,0.0,0.0,0.0,0.0,17.04,2.76,0.0,49.319565872200556,0.0
2019-01-10 15:49:00,0.0,0.0,0.0,0.0,16.3,2.07,0.0,90.12599055313822,0.0
2019-01-10 16:49:00,0.0,0.0,0.0,0.0,15.24,1.52,0.0,69.21279054348025,0.0
2019-01-10 17:49:00,0.0,0.0,0.0,0.0,14.37,2.14,0.0,15.272331915888715,0.0
2019-01-10 18:49:00,0.0,0.0,0.0,0.0,13.74,2.69,0.0,38.386062852292,0.0
2019-01-10 19:49:00,0.0,0.0,0.0,0.0,13.78,5.93,0.0,48.652801102902366,0.0
2019-01-10 20:49:00,0.0,0.0,0.0,0.0,12.57,7.38,0.0,59.30708435114573,0.0
2019-01-10 21:49:00,0.0,0.0,0.0,0.0,11.19,7.52,0.0,48.75335789960796,0.0
2019-01-10 22:49:00,0.0,0.0,0.0,0.0,10.31,7.45,0.0,78.897344356977,0.0
2019-01-10 23:49:00,0.0,0.0,0.0,0.0,9.59,7.31,0.0,12.586966910782827,0.0
2019-01-11 00:49:00,0.0,0.0,0.0,0.0,8.83,7.1,0.0,47.05553559175403,0.0
2019-01-11 01:49:00,0.0,0.0,0.0,0.0,8.1,7.1,0.0,94.10477778723076,0.0
2019-01-11 02:49:00,0.0,0.0,0.0,-1.96,7.49,6.83,0.0,55.20553963209785,0.0
2019-01-11 03:49:00,176.25,149.35,1.88,9.79,7.69,6.9,0.0,23.381102011529343,151.23
2019-01-11 04:49:00,401.3,213.47,4.17,20.53,8.85,8.0,0.0,80.63208033838232,217.64
2019-01-11 05:49:00,423.48,274.07,5.56,29.72,10.28,8.41,0.0,19.33866608017286,279.63
2019-01-11 06:49:00,668.8,234.43,7.27,36.51,11.46,8.41,0.0,19.914138283493454,241.70000000000002
2019-01-11 07:49:00,735.69,205.14,7.87,39.92,12.73,8.41,0.0,17.49936163127479,213.01
2019-01-11 08:49:00,668.12,192.48,7.46,39.27,13.61,8.21,0.0,41.51782186933192,199.94
2019-01-11 09:49:00,549.81,165.03,6.35,34.69,14.04,8.0,0.0,15.542176648332795,171.38
2019-01-11 10:49:00,385.7,126.22,4.6,27.04,14.01,7.86,0.0,77.41918285362122,130.82
2019-01-11 11:49:00,172.8,83.65,2.34,17.29,13.34,7.72,0.0,41.75298461993621,85.99000000000001
2019-01-11 12:49:00,0.0,0.91,0.01,6.18,12.18,7.03,0.0,30.864573042256804,0.92
2019-01-11 13:49:00,0.0,0.0,0.0,0.0,11.1,6.62,0.0,39.2724267549633,0.0
2019-01-11 14:49:00,0.0,0.0,0.0,0.0,10.31,6.48,0.0,90.59545994879234,0.0
2019-01-11 15:49:00,0.0,0.0,0.0,0.0,9.63,6.28,0.0,62.91195109672895,0.0
2019-01-11 16:49:00,0.0,0.0,0.0,0.0,8.94,6.34,0.0,23.563464540999156,0.0
2019-01-11 17:49:00,0.0,0.0,0.0,0.0,8.19,6.07,0.0,37.3376992669861,0.0
2019-01-11 18:49:00,0.0,0.0,0.0,0.0,7.42,5.38,0.0,33.72867987395648,0.0
