time,pv_generation
2018-10-06 00:00:00+00:00,11804.922688592434
2018-10-07 00:00:00+00:00,10100.242169862306
2018-10-08 00:00:00+00:00,5364.8818943841325
2018-10-09 00:00:00+00:00,11518.732500553608
2018-10-10 00:00:00+00:00,12376.814104333043
2018-10-11 00:00:00+00:00,11994.532471913843
2018-10-12 00:00:00+00:00,11816.687834649656
2018-10-13 00:00:00+00:00,9837.019863283562
2018-10-14 00:00:00+00:00,6745.8182602290235
2018-10-15 00:00:00+00:00,4114.337485634078
2018-10-16 00:00:00+00:00,9532.245960933757
2018-10-17 00:00:00+00:00,9321.155213517815
2018-10-18 00:00:00+00:00,9245.442680619384
2018-10-19 00:00:00+00:00,9616.713213590392
2018-10-20 00:00:00+00:00,5970.096928515616
2018-10-21 00:00:00+00:00,2100.4493027670096
2018-10-22 00:00:00+00:00,9889.103495388666
2018-10-23 00:00:00+00:00,9457.8530572061
2018-10-24 00:00:00+00:00,8858.367791709159
2018-10-25 00:00:00+00:00,5906.156831878677
2018-10-26 00:00:00+00:00,9839.525997340777
2018-10-27 00:00:00+00:00,9325.430988942915
2018-10-28 00:00:00+00:00,9217.261009501446
2018-10-29 00:00:00+00:00,8925.632200063317
2018-10-30 00:00:00+00:00,8178.203818667104
2018-10-31 00:00:00+00:00,8535.941843240123
2018-11-01 00:00:00+00:00,8343.458351836814
2018-11-02 00:00:00+00:00,8386.245086738913
2018-11-03 00:00:00+00:00,8128.375832668129
2018-11-04 00:00:00+00:00,6086.103155372844
2018-11-05 00:00:00+00:00,1023.5774024374707
2018-11-06 00:00:00+00:00,1406.1540344484781
2018-11-07 00:00:00+00:00,2239.923150263717
2018-11-08 00:00:00+00:00,7682.052174617744
2018-11-09 00:00:00+00:00,7180.842344273267
2018-11-10 00:00:00+00:00,4150.051721815384
2018-11-11 00:00:00+00:00,3435.940709593593
2018-11-12 00:00:00+00:00,4560.378982201923
2018-11-13 00:00:00+00:00,5149.6196537434225
2018-11-14 00:00:00+00:00,3781.0770539974183
2018-11-15 00:00:00+00:00,4348.021817434934
2018-11-16 00:00:00+00:00,3569.8559551774474
2018-11-17 00:00:00+00:00,1922.674352209558
2018-11-18 00:00:00+00:00,6197.244674454678
2018-11-19 00:00:00+00:00,6002.845677993239
2018-11-20 00:00:00+00:00,5403.1873621143695
2018-11-21 00:00:00+00:00,6515.3961319301325
2018-11-22 00:00:00+00:00,5934.999055636834
2018-11-23 00:00:00+00:00,5481.346073364291
2018-11-24 00:00:00+00:00,5386.96088534869
2018-11-25 00:00:00+00:00,5142.625068986155
2018-11-26 00:00:00+00:00,4974.8959166623
2018-11-27 00:00:00+00:00,3683.925836865068
2018-11-28 00:00:00+00:00,4847.902188290193
2018-11-29 00:00:00+00:00,4579.084279392304
2018-11-30 00:00:00+00:00,536.0614006780934
2018-12-01 00:00:00+00:00,4483.742463490206
2018-12-02 00:00:00+00:00,2635.8633655368953
2018-12-03 00:00:00+00:00,1743.0877814933199
2018-12-04 00:00:00+00:00,4951.723763911157
2018-12-05 00:00:00+00:00,1925.2313831624776
2018-12-06 00:00:00+00:00,5215.192391028808
2018-12-07 00:00:00+00:00,3706.6870072300812
2018-12-08 00:00:00+00:00,4344.075980502966
2018-12-09 00:00:00+00:00,4584.514105661768
2018-12-10 00:00:00+00:00,3275.150897202304
2018-12-11 00:00:00+00:00,4753.078627128538
2018-12-12 00:00:00+00:00,4328.107101417559
2018-12-13 00:00:00+00:00,4164.442479072144
2018-12-14 00:00:00+00:00,4090.0912518256005
2018-12-15 00:00:00+00:00,4005.5089326774814
2018-12-16 00:00:00+00:00,4063.877721317507
2018-12-17 00:00:00+00:00,3927.779034433389
2018-12-18 00:00:00+00:00,4165.403193090884
2018-12-19 00:00:00+00:00,2924.4209007116224
2018-12-20 00:00:00+00:00,3915.0244076685576
2018-12-21 00:00:00+00:00,3477.74302680642
2018-12-22 00:00:00+00:00,3357.2154210991644
2018-12-23 00:00:00+00:00,3692.652483376044
2018-12-24 00:00:00+00:00,3703.7192579066823
2018-12-25 00:00:00+00:00,3315.5582526915355
2018-12-26 00:00:00+00:00,3428.563586878859
2018-12-27 00:00:00+00:00,2340.396913030643
2018-12-28 00:00:00+00:00,4188.391454371398
2018-12-29 00:00:00+00:00,5071.926586297632
2018-12-30 00:00:00+00:00,4434.556325052424
2018-12-31 00:00:00+00:00,4342.784419458731
