time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190714:2349,0.0,0.0,0.0,0.0,26.78,1.31,0.0
20190715:0049,0.0,0.0,0.0,0.0,26.27,0.97,0.0
20190715:0149,32.99,56.76,1.37,6.07,26.33,0.55,0.0
20190715:0249,63.95,166.94,2.8,18.65,28.36,0.0,0.0
20190715:0349,317.59,201.96,6.03,31.59,30.98,1.52,0.0
20190715:0449,522.52,216.21,8.53,44.74,33.97,3.38,0.0
20190715:0549,671.75,225.51,10.46,57.98,36.48,4.28,0.0
20190715:0649,738.17,235.87,11.57,71.04,38.31,4.69,0.0
20190715:0749,746.34,234.84,11.96,82.27,39.92,5.52,0.0
20190715:0849,677.62,230.63,11.48,78.61,41.03,6.34,0.0
20190715:0949,559.38,215.74,10.29,66.16,41.47,6.76,0.0
20190715:1049,396.15,193.81,8.41,52.98,41.43,7.1,0.0
20190715:1149,225.17,157.67,6.1,39.76,41.02,7.1,0.0
20190715:1249,74.61,109.5,3.59,26.67,40.4,6.83,0.0
20190715:1349,0.0,57.94,0.74,13.85,39.48,6.21,0.0
20190715:1449,0.0,0.0,0.0,0.0,38.24,4.62,0.0
20190715:1549,0.0,0.0,0.0,0.0,37.0,3.66,0.0
20190715:1649,0.0,0.0,0.0,0.0,35.65,2.55,0.0
20190715:1749,0.0,0.0,0.0,0.0,33.62,1.66,0.0
20190715:1849,0.0,0.0,0.0,0.0,32.79,1.38,0.0
20190715:1949,0.0,0.0,0.0,0.0,31.81,1.45,0.0
20190715:2049,0.0,0.0,0.0,0.0,30.53,1.79,0.0
20190715:2149,0.0,0.0,0.0,0.0,29.36,2.07,0.0
20190715:2249,0.0,0.0,0.0,0.0,28.58,2.0,0.0
20190715:2349,0.0,0.0,0.0,0.0,27.54,1.93,0.0
20190716:0049,0.0,0.0,0.0,0.0,26.18,2.48,0.0
20190716:0149,32.03,56.19,1.34,5.97,26.58,3.1,0.0
20190716:0249,77.63,164.8,2.93,18.56,29.54,3.79,0.0
20190716:0349,287.36,215.31,5.84,31.51,31.98,5.66,0.0
20190716:0449,493.37,230.14,8.35,44.67,33.97,6.28,0.0
20190716:0549,607.24,257.33,10.07,57.9,35.8,6.14,0.0
20190716:0649,689.58,260.78,11.27,70.95,37.23,5.52,0.0
20190716:0749,684.0,268.41,11.58,82.12,38.46,5.1,0.0
20190716:0849,641.35,251.23,11.24,78.54,39.35,4.69,0.0
20190716:0949,509.72,245.71,9.96,66.12,39.83,4.48,0.0
20190716:1049,379.7,203.58,8.27,52.95,40.14,4.28,0.0
20190716:1149,211.86,167.49,5.98,39.73,40.03,4.07,0.0
20190716:1249,67.22,117.14,3.46,26.63,39.71,3.59,0.0
20190716:1349,0.0,57.94,0.74,13.8,38.95,2.76,0.0
20190716:1449,0.0,0.0,0.0,0.0,37.86,1.38,0.0
20190716:1549,0.0,0.0,0.0,0.0,36.59,1.45,0.0
20190716:1649,0.0,0.0,0.0,0.0,35.39,2.69,0.0
20190716:1749,0.0,0.0,0.0,0.0,34.12,3.52,0.0
20190716:1849,0.0,0.0,0.0,0.0,32.72,2.34,0.0
20190716:1949,0.0,0.0,0.0,0.0,31.4,1.24,0.0
20190716:2049,0.0,0.0,0.0,0.0,30.9,1.03,0.0
20190716:2149,0.0,0.0,0.0,0.0,29.28,1.66,0.0
20190716:2249,0.0,0.0,0.0,0.0,28.57,2.07,0.0
20190716:2349,0.0,0.0,0.0,0.0,27.88,2.21,0.0
20190717:0049,0.0,0.0,0.0,0.0,27.25,2.07,0.0
20190717:0149,27.84,57.9,1.27,5.87,27.08,2.0,0.0
20190717:0249,40.42,160.24,2.44,18.48,29.51,2.14,0.0
20190717:0349,257.0,223.42,5.58,31.43,31.3,2.9,0.0
20190717:0449,451.06,244.62,8.02,44.6,33.03,3.24,0.0
20190717:0549,601.28,251.41,9.92,57.83,34.87,3.72,0.0
20190717:0649,683.79,253.94,11.1,70.86,36.45,3.86,0.0
20190717:0749,640.47,285.13,11.23,81.97,37.66,3.79,0.0
20190717:0849,92.8,452.69,6.74,78.45,38.61,3.86,0.0
20190717:0949,2.57,290.93,3.63,66.08,39.21,3.86,0.0
20190717:1049,0.0,164.76,2.03,52.92,39.1,3.79,0.0
20190717:1149,66.83,247.52,4.3,39.7,39.23,3.72,0.0
20190717:1249,51.16,131.34,3.16,26.59,38.79,4.21,0.0
20190717:1349,0.0,57.94,0.74,13.75,38.0,4.83,0.0
20190717:1449,0.0,0.0,0.0,0.0,36.73,4.48,0.0
20190717:1549,0.0,0.0,0.0,0.0,35.65,4.55,0.0
20190717:1649,0.0,0.0,0.0,0.0,34.66,3.79,0.0
20190717:1749,0.0,0.0,0.0,0.0,33.69,3.38,0.0
20190717:1849,0.0,0.0,0.0,0.0,32.12,2.83,0.0
20190717:1949,0.0,0.0,0.0,0.0,31.19,2.14,0.0
20190717:2049,0.0,0.0,0.0,0.0,30.5,2.07,0.0
20190717:2149,0.0,0.0,0.0,0.0,29.81,2.07,0.0
20190717:2249,0.0,0.0,0.0,0.0,29.31,2.21,0.0
20190717:2349,0.0,0.0,0.0,0.0,28.76,2.48,0.0
20190718:0049,0.0,0.0,0.0,0.0,28.44,2.55,0.0
20190718:0149,28.82,57.0,1.27,5.78,28.15,2.41,0.0
20190718:0249,49.3,162.68,2.57,18.39,29.44,2.83,0.0
20190718:0349,261.73,222.83,5.62,31.35,30.95,3.59,0.0
20190718:0449,475.19,235.3,8.17,44.52,32.79,3.93,0.0
20190718:0549,620.26,244.82,10.05,57.75,34.7,4.48,0.0
20190718:0649,703.41,247.3,11.24,70.77,36.32,4.48,0.0
20190718:0749,711.64,246.24,11.63,81.81,37.71,4.48,0.0
20190718:0849,631.44,252.63,11.1,78.36,38.46,4.55,0.0
20190718:0949,531.16,227.02,10.0,66.04,39.18,4.28,0.0
20190718:1049,0.0,144.05,1.78,52.89,39.62,3.93,0.0
20190718:1149,0.0,138.4,1.71,39.66,39.73,3.79,0.0
20190718:1249,0.0,77.2,0.95,26.55,39.5,4.14,0.0
20190718:1349,0.0,13.58,0.17,13.7,38.64,4.62,0.0
20190718:1449,0.0,0.0,0.0,0.0,37.33,4.28,0.0
20190718:1549,0.0,0.0,0.0,0.0,35.95,4.21,0.0
20190718:1649,0.0,0.0,0.0,0.0,34.6,3.86,0.0
20190718:1749,0.0,0.0,0.0,0.0,33.28,2.9,0.0
20190718:1849,0.0,0.0,0.0,0.0,31.79,2.76,0.0
20190718:1949,0.0,0.0,0.0,0.0,30.91,2.34,0.0
20190718:2049,0.0,0.0,0.0,0.0,30.02,2.07,0.0
20190718:2149,0.0,0.0,0.0,0.0,29.15,2.0,0.0
20190718:2249,0.0,0.0,0.0,0.0,28.31,2.07,0.0
20190718:2349,0.0,0.0,0.0,0.0,27.52,2.0,0.0
20190719:0049,0.0,0.0,0.0,0.0,26.69,1.93,0.0
20190719:0149,29.84,36.66,1.27,5.68,26.38,2.0,0.0
20190719:0249,2.91,118.75,1.5,18.3,28.49,2.28,0.0
20190719:0349,206.95,244.45,5.26,31.27,30.38,2.83,0.0
20190719:0449,428.68,260.66,7.93,44.45,32.35,3.1,0.0
20190719:0549,589.4,264.8,9.91,57.68,34.34,3.17,0.0
20190719:0649,683.99,261.38,11.16,70.68,36.31,3.17,0.0
20190719:0749,705.13,252.35,11.6,81.65,37.98,3.1,0.0
20190719:0849,624.22,259.61,11.08,78.26,39.51,2.9,0.0
20190719:0949,231.59,391.34,7.94,65.99,40.59,2.83,0.0
20190719:1049,10.22,281.31,3.63,52.84,41.29,3.1,0.0
20190719:1149,116.38,230.65,5.0,39.61,41.4,3.31,0.0
20190719:1249,19.07,151.27,2.44,26.5,41.21,3.45,0.0
20190719:1349,0.0,57.03,0.73,13.64,40.58,3.45,0.0
20190719:1449,0.0,0.0,0.0,0.0,39.14,3.1,0.0
20190719:1549,0.0,0.0,0.0,0.0,37.22,3.38,0.0
20190719:1649,0.0,0.0,0.0,0.0,35.43,3.17,0.0
20190719:1749,0.0,0.0,0.0,0.0,33.82,2.34,0.0
20190719:1849,0.0,0.0,0.0,0.0,32.5,2.14,0.0
20190719:1949,0.0,0.0,0.0,0.0,31.14,1.72,0.0
20190719:2049,0.0,0.0,0.0,0.0,29.94,1.79,0.0
20190719:2149,0.0,0.0,0.0,0.0,28.93,2.21,0.0
20190719:2249,0.0,0.0,0.0,0.0,27.94,2.28,0.0
20190719:2349,0.0,0.0,0.0,0.0,27.03,2.21,0.0
20190720:0049,0.0,0.0,0.0,0.0,26.14,1.86,0.0
20190720:0149,30.25,35.95,1.26,5.58,25.71,1.59,0.0
20190720:0249,26.35,153.97,2.2,18.21,27.38,1.79,0.0
20190720:0349,255.14,227.03,5.57,31.19,29.36,2.0,0.0
20190720:0449,462.05,245.62,8.12,44.37,31.73,2.28,0.0
20190720:0549,637.52,239.44,10.15,57.6,34.09,2.55,0.0
20190720:0649,711.58,247.8,11.31,70.58,36.0,2.62,0.0
20190720:0749,730.04,241.76,11.77,81.48,38.09,2.83,0.0
20190720:0849,651.73,244.28,11.23,78.16,40.03,3.24,0.0
20190720:0949,498.5,252.28,9.84,65.93,41.49,3.72,0.0
20190720:1049,109.45,341.09,5.86,52.8,42.29,4.28,0.0
20190720:1149,80.01,246.6,4.52,39.57,42.5,4.9,0.0
20190720:1249,26.98,150.12,2.66,26.45,42.18,5.38,0.0
20190720:1349,0.0,57.03,0.73,13.57,41.41,5.17,0.0
20190720:1449,0.0,0.0,0.0,0.0,40.26,3.79,0.0
20190720:1549,0.0,0.0,0.0,0.0,38.81,2.34,0.0
20190720:1649,0.0,0.0,0.0,0.0,36.98,1.86,0.0
20190720:1749,0.0,0.0,0.0,0.0,34.87,1.72,0.0
20190720:1849,0.0,0.0,0.0,0.0,32.65,3.1,0.0
20190720:1949,0.0,0.0,0.0,0.0,31.06,2.83,0.0
20190720:2049,0.0,0.0,0.0,0.0,29.79,2.97,0.0
20190720:2149,0.0,0.0,0.0,0.0,28.67,3.17,0.0
20190720:2249,0.0,0.0,0.0,0.0,27.65,2.48,0.0
20190720:2349,0.0,0.0,0.0,0.0,26.9,1.93,0.0
20190721:0049,0.0,0.0,0.0,0.0,26.2,1.86,0.0
20190721:0149,31.37,34.72,1.26,5.48,25.89,1.52,0.0
20190721:0249,0.0,85.67,1.06,18.13,27.05,1.03,0.0
20190721:0349,161.47,259.06,4.92,31.11,29.31,1.79,0.0
20190721:0449,351.39,301.65,7.52,44.3,32.78,4.07,0.0
20190721:0549,501.35,317.74,9.49,57.52,35.77,5.38,0.0
20190721:0649,558.65,338.91,10.57,70.49,37.68,4.62,0.0
20190721:0749,595.85,324.99,11.1,81.31,39.72,5.1,0.0
20190721:0849,567.66,300.67,10.83,78.05,41.02,5.38,0.0
20190721:0949,461.37,279.3,9.65,65.87,41.75,5.72,0.0
20190721:1049,336.93,234.99,7.95,52.75,41.95,5.86,0.0
20190721:1149,181.17,191.65,5.67,39.52,41.68,5.79,0.0
20190721:1249,57.69,127.52,3.28,26.39,41.3,5.59,0.0
20190721:1349,0.0,56.13,0.72,13.51,40.4,4.55,0.0
20190721:1449,0.0,0.0,0.0,0.0,39.44,3.1,0.0
20190721:1549,0.0,0.0,0.0,0.0,38.33,2.07,0.0
20190721:1649,0.0,0.0,0.0,0.0,36.43,1.45,0.0
20190721:1749,0.0,0.0,0.0,0.0,34.66,1.86,0.0
20190721:1849,0.0,0.0,0.0,0.0,33.26,1.59,0.0
20190721:1949,0.0,0.0,0.0,0.0,32.36,1.17,0.0
20190721:2049,0.0,0.0,0.0,0.0,30.35,1.66,0.0
20190721:2149,0.0,0.0,0.0,0.0,29.06,2.14,0.0
20190721:2249,0.0,0.0,0.0,0.0,27.73,2.0,0.0
20190721:2349,0.0,0.0,0.0,0.0,26.59,1.72,0.0
20190722:0049,0.0,0.0,0.0,0.0,25.61,1.45,0.0
20190722:0149,29.79,36.17,1.22,5.38,25.16,1.17,0.0
20190722:0249,0.0,25.42,0.31,18.04,26.92,0.83,0.0
20190722:0349,58.07,257.29,3.79,31.03,29.35,1.03,0.0
20190722:0449,175.09,351.69,6.2,44.22,32.97,3.52,0.0
20190722:0549,396.84,364.37,8.85,57.44,36.28,5.24,0.0
20190722:0649,554.7,338.07,10.5,70.39,37.99,3.72,0.0
20190722:0749,601.62,318.4,11.08,81.13,40.06,4.28,0.0
20190722:0849,553.95,305.7,10.7,77.93,41.65,5.24,0.0
20190722:0949,396.43,314.99,9.2,65.81,42.59,6.21,0.0
20190722:1049,279.13,269.05,7.5,52.69,42.8,6.48,0.0
20190722:1149,132.73,222.42,5.17,39.46,42.53,6.0,0.0
20190722:1249,51.78,131.61,3.15,26.33,42.05,5.38,0.0
20190722:1349,0.0,24.44,0.31,13.43,41.25,4.41,0.0
20190722:1449,0.0,0.0,0.0,0.0,40.19,2.07,0.0
20190722:1549,0.0,0.0,0.0,0.0,38.74,0.76,0.0
20190722:1649,0.0,0.0,0.0,0.0,36.71,0.9,0.0
20190722:1749,0.0,0.0,0.0,0.0,34.79,1.31,0.0
20190722:1849,0.0,0.0,0.0,0.0,33.19,1.59,0.0
20190722:1949,0.0,0.0,0.0,0.0,31.78,2.07,0.0
20190722:2049,0.0,0.0,0.0,0.0,30.5,2.83,0.0
20190722:2149,0.0,0.0,0.0,0.0,28.86,3.45,0.0
20190722:2249,0.0,0.0,0.0,0.0,27.76,2.55,0.0
20190722:2349,0.0,0.0,0.0,0.0,26.99,1.86,0.0
20190723:0049,0.0,0.0,0.0,0.0,26.37,2.0,0.0
20190723:0149,25.35,40.4,1.15,5.27,26.21,2.14,0.0
20190723:0249,0.0,58.37,0.72,17.95,27.64,2.21,0.0
20190723:0349,0.0,42.37,0.52,30.95,29.49,2.48,0.0
20190723:0449,1.02,212.82,2.64,44.14,31.44,2.9,0.0
20190723:0549,269.78,400.98,7.87,57.36,33.21,2.76,0.0
20190723:0649,473.91,370.01,9.93,70.29,35.1,3.1,0.0
20190723:0749,555.78,334.78,10.71,80.95,36.52,3.17,0.0
20190723:0849,501.62,326.96,10.28,77.8,37.7,3.17,0.0
20190723:0949,364.21,324.8,8.87,65.73,38.34,2.76,0.0
20190723:1049,290.03,256.02,7.49,52.63,39.03,2.21,0.0
20190723:1149,106.2,231.0,4.79,39.4,39.38,1.93,0.0
20190723:1249,1.32,113.67,1.44,26.26,39.45,2.14,0.0
20190723:1349,0.0,55.22,0.71,13.36,38.8,3.17,0.0
20190723:1449,0.0,0.0,0.0,0.0,37.34,3.52,0.0
20190723:1549,0.0,0.0,0.0,0.0,36.12,3.1,0.0
20190723:1649,0.0,0.0,0.0,0.0,35.22,2.69,0.0
20190723:1749,0.0,0.0,0.0,0.0,34.37,2.83,0.0
20190723:1849,0.0,0.0,0.0,0.0,32.94,3.24,0.0
20190723:1949,0.0,0.0,0.0,0.0,31.87,2.55,0.0
20190723:2049,0.0,0.0,0.0,0.0,30.83,1.93,0.0
20190723:2149,0.0,0.0,0.0,0.0,29.88,1.93,0.0
20190723:2249,0.0,0.0,0.0,0.0,28.9,1.93,0.0
20190723:2349,0.0,0.0,0.0,0.0,28.02,1.86,0.0
20190724:0049,0.0,0.0,0.0,0.0,27.29,1.79,0.0
20190724:0149,27.24,38.6,1.16,5.17,26.81,1.79,0.0
20190724:0249,0.0,24.48,0.3,17.86,27.78,2.14,0.0
20190724:0349,0.0,47.07,0.58,30.87,29.39,2.34,0.0
20190724:0449,381.54,281.54,7.58,44.06,31.5,2.83,0.0
20190724:0549,543.69,288.38,9.58,57.28,33.59,3.03,0.0
20190724:0649,628.77,292.98,10.8,70.19,35.97,3.17,0.0
20190724:0749,648.74,286.77,11.24,80.77,37.77,3.24,0.0
20190724:0849,597.3,275.26,10.85,77.66,39.32,3.24,0.0
20190724:0949,512.61,240.71,9.83,65.66,40.38,3.24,0.0
20190724:1049,344.67,225.26,7.91,52.57,41.05,3.17,0.0
20190724:1149,165.81,198.59,5.45,39.34,41.09,3.1,0.0
20190724:1249,0.0,40.48,0.5,26.19,40.69,3.17,0.0
20190724:1349,0.0,7.24,0.09,13.27,39.87,3.38,0.0
20190724:1449,0.0,0.0,0.0,0.0,38.44,2.97,0.0
20190724:1549,0.0,0.0,0.0,0.0,36.98,2.9,0.0
20190724:1649,0.0,0.0,0.0,0.0,35.53,3.03,0.0
20190724:1749,0.0,0.0,0.0,0.0,34.05,2.69,0.0
20190724:1849,0.0,0.0,0.0,0.0,32.94,1.93,0.0
20190724:1949,0.0,0.0,0.0,0.0,31.59,1.38,0.0
20190724:2049,0.0,0.0,0.0,0.0,30.69,0.97,0.0
20190724:2149,0.0,0.0,0.0,0.0,29.9,0.97,0.0
20190724:2249,0.0,0.0,0.0,0.0,28.22,1.38,0.0
20190724:2349,0.0,0.0,0.0,0.0,26.97,1.45,0.0
20190725:0049,0.0,0.0,0.0,0.0,26.01,1.45,0.0
20190725:0149,30.68,35.18,1.19,5.07,25.59,1.24,0.0
20190725:0249,54.12,159.87,2.56,17.76,27.49,1.45,0.0
20190725:0349,313.84,202.49,5.86,30.79,29.62,1.79,0.0
20190725:0449,542.49,208.9,8.51,43.99,32.16,2.21,0.0
20190725:0549,690.39,218.93,10.43,57.2,34.47,2.69,0.0
20190725:0649,760.48,228.2,11.57,70.08,37.25,2.76,0.0
20190725:0749,759.34,232.08,11.92,80.58,38.82,3.1,0.0
20190725:0849,680.44,233.68,11.38,77.52,39.85,3.45,0.0
20190725:0949,534.49,234.07,10.02,65.57,40.33,3.66,0.0
20190725:1049,308.03,254.04,7.71,52.5,40.68,3.66,0.0
20190725:1149,168.3,199.43,5.5,39.27,40.41,3.66,0.0
20190725:1249,65.73,117.54,3.35,26.11,40.01,3.66,0.0
20190725:1349,0.0,49.79,0.64,13.19,39.34,3.52,0.0
20190725:1449,0.0,0.0,0.0,0.0,38.29,2.48,0.0
20190725:1549,0.0,0.0,0.0,0.0,37.07,1.52,0.0
20190725:1649,0.0,0.0,0.0,0.0,35.59,1.66,0.0
20190725:1749,0.0,0.0,0.0,0.0,33.74,1.45,0.0
20190725:1849,0.0,0.0,0.0,0.0,32.38,1.93,0.0
20190725:1949,0.0,0.0,0.0,0.0,31.0,2.21,0.0
20190725:2049,0.0,0.0,0.0,0.0,29.63,2.07,0.0
20190725:2149,0.0,0.0,0.0,0.0,28.42,1.79,0.0
20190725:2249,0.0,0.0,0.0,0.0,27.42,1.66,0.0
20190725:2349,0.0,0.0,0.0,0.0,26.61,1.59,0.0
20190726:0049,0.0,0.0,0.0,0.0,26.0,1.72,0.0
20190726:0149,26.08,39.37,1.12,4.96,25.79,1.79,0.0
20190726:0249,37.3,154.08,2.3,17.67,27.42,2.07,0.0
20190726:0349,256.09,221.63,5.44,30.7,29.37,2.41,0.0
20190726:0449,434.91,254.62,7.83,43.91,31.55,2.83,0.0
20190726:0549,580.44,266.44,9.71,57.12,33.47,3.17,0.0
20190726:0649,572.7,321.52,10.45,69.98,35.36,3.79,0.0
20190726:0749,158.68,475.55,7.7,80.38,36.96,3.86,0.0
20190726:0849,0.0,272.09,3.36,77.37,38.18,3.86,0.0
20190726:0949,208.46,395.03,7.63,65.48,38.78,3.59,0.0
20190726:1049,85.36,337.4,5.43,52.43,38.97,3.24,0.0
20190726:1149,178.94,187.24,5.52,39.19,38.94,3.24,0.0
20190726:1249,25.42,146.27,2.55,26.03,37.34,4.0,0.0
20190726:1349,0.0,53.41,0.69,13.1,36.32,4.34,0.0
20190726:1449,0.0,0.0,0.0,0.0,34.86,3.79,0.0
20190726:1549,0.0,0.0,0.0,0.0,33.63,3.72,0.0
20190726:1649,0.0,0.0,0.0,0.0,32.32,3.86,0.0
20190726:1749,0.0,0.0,0.0,0.0,31.04,3.31,0.0
20190726:1849,0.0,0.0,0.0,0.0,29.81,3.17,0.0
20190726:1949,0.0,0.0,0.0,0.0,29.22,2.41,0.0
20190726:2049,0.0,0.0,0.0,0.0,28.76,2.21,0.0
20190726:2149,0.0,0.0,0.0,0.0,28.35,2.14,0.0
20190726:2249,0.0,0.0,0.0,0.0,27.89,2.28,0.0
20190726:2349,0.0,0.0,0.0,0.0,27.45,2.34,0.0
20190727:0049,0.0,0.0,0.0,0.0,27.03,2.41,0.0
20190727:0149,24.36,40.2,1.07,4.86,26.89,2.48,0.0
20190727:0249,0.0,28.24,0.35,17.58,27.97,2.9,0.0
20190727:0349,114.0,256.94,4.35,30.62,29.75,3.79,0.0
20190727:0449,346.38,291.94,7.28,43.83,31.52,4.41,0.0
20190727:0549,531.97,289.92,9.42,57.04,33.19,4.41,0.0
20190727:0649,617.5,293.58,10.63,69.87,34.53,4.28,0.0
20190727:0749,637.85,287.43,11.07,80.18,35.59,4.34,0.0
20190727:0849,555.27,295.26,10.51,77.22,36.34,4.14,0.0
20190727:0949,304.15,354.02,8.38,65.39,37.02,3.86,0.0
20190727:1049,0.0,196.77,2.43,52.35,37.49,3.86,0.0
20190727:1149,81.57,239.69,4.43,39.11,37.48,4.07,0.0
20190727:1249,0.0,23.54,0.29,25.95,36.06,5.17,0.0
20190727:1349,0.0,7.24,0.09,13.0,34.42,5.31,0.0
20190727:1449,0.0,0.0,0.0,0.0,33.71,2.83,0.0
20190727:1549,0.0,0.0,0.0,0.0,33.45,3.03,0.0
20190727:1649,0.0,0.0,0.0,0.0,32.88,3.45,0.0
20190727:1749,0.0,0.0,0.0,0.0,31.94,3.52,0.0
20190727:1849,0.0,0.0,0.0,0.0,28.74,3.1,0.0
20190727:1949,0.0,0.0,0.0,0.0,28.12,2.97,0.0
20190727:2049,0.0,0.0,0.0,0.0,27.76,2.97,0.0
20190727:2149,0.0,0.0,0.0,0.0,27.35,2.83,0.0
20190727:2249,0.0,0.0,0.0,0.0,27.11,2.69,0.0
20190727:2349,0.0,0.0,0.0,0.0,26.75,2.48,0.0
20190728:0049,0.0,0.0,0.0,0.0,26.51,2.41,0.0
20190728:0149,25.68,39.61,1.08,4.76,26.32,2.41,0.0
20190728:0249,0.0,44.25,0.55,17.49,27.71,3.17,0.0
20190728:0349,164.35,250.8,4.79,30.54,29.37,4.07,0.0
20190728:0449,434.16,255.19,7.79,43.75,31.13,4.83,0.0
20190728:0549,604.39,255.28,9.81,56.95,32.84,5.24,0.0
20190728:0649,701.3,250.71,11.08,69.76,34.81,5.45,0.0
20190728:0749,720.15,244.62,11.53,79.98,36.17,5.45,0.0
20190728:0849,642.56,246.13,11.0,77.05,37.01,5.38,0.0
20190728:0949,545.6,220.45,9.95,65.29,37.43,5.1,0.0
20190728:1049,363.05,211.8,7.95,52.26,37.68,4.62,0.0
20190728:1149,203.14,169.95,5.71,39.03,37.77,4.48,0.0
20190728:1249,62.47,117.65,3.23,25.86,37.36,4.41,0.0
20190728:1349,0.0,52.51,0.67,12.9,36.7,4.83,0.0
20190728:1449,0.0,0.0,0.0,0.0,35.72,4.28,0.0
20190728:1549,0.0,0.0,0.0,0.0,34.82,3.93,0.0
20190728:1649,0.0,0.0,0.0,0.0,33.9,3.52,0.0
20190728:1749,0.0,0.0,0.0,0.0,32.71,2.97,0.0
20190728:1849,0.0,0.0,0.0,0.0,30.98,3.52,0.0
20190728:1949,0.0,0.0,0.0,0.0,29.97,3.1,0.0
20190728:2049,0.0,0.0,0.0,0.0,29.12,2.83,0.0
20190728:2149,0.0,0.0,0.0,0.0,28.36,2.62,0.0
20190728:2249,0.0,0.0,0.0,0.0,27.71,2.41,0.0
20190728:2349,0.0,0.0,0.0,0.0,27.15,2.28,0.0
20190729:0049,0.0,0.0,0.0,0.0,26.7,2.28,0.0
20190729:0149,25.5,39.39,1.06,4.65,26.58,2.34,0.0
20190729:0249,0.0,54.61,0.67,17.4,28.13,2.83,0.0
20190729:0349,121.12,256.8,4.41,30.46,29.87,3.79,0.0
20190729:0449,301.65,312.31,7.01,43.67,31.72,4.62,0.0
20190729:0549,530.31,294.51,9.42,56.87,33.41,4.97,0.0
20190729:0649,623.98,294.26,10.67,69.64,35.18,5.1,0.0
20190729:0749,657.71,280.21,11.19,79.77,36.34,4.9,0.0
20190729:0849,604.8,269.69,10.79,76.88,37.28,4.41,0.0
20190729:0949,446.69,280.24,9.35,65.18,37.93,4.07,0.0
20190729:1049,122.11,331.36,5.88,52.17,38.39,3.86,0.0
20190729:1149,79.31,240.02,4.38,38.94,38.37,3.59,0.0
20190729:1249,0.0,63.08,0.78,25.76,38.21,3.17,0.0
20190729:1349,0.0,7.24,0.09,12.8,37.81,3.45,0.0
20190729:1449,0.0,0.0,0.0,0.0,36.87,4.07,0.0
20190729:1549,0.0,0.0,0.0,0.0,35.88,4.14,0.0
20190729:1649,0.0,0.0,0.0,0.0,34.75,4.14,0.0
20190729:1749,0.0,0.0,0.0,0.0,33.4,4.76,0.0
20190729:1849,0.0,0.0,0.0,0.0,31.88,4.21,0.0
20190729:1949,0.0,0.0,0.0,0.0,30.93,3.24,0.0
20190729:2049,0.0,0.0,0.0,0.0,30.1,3.03,0.0
20190729:2149,0.0,0.0,0.0,0.0,29.25,3.52,0.0
20190729:2249,0.0,0.0,0.0,0.0,28.47,3.38,0.0
20190729:2349,0.0,0.0,0.0,0.0,27.76,2.9,0.0
20190730:0049,0.0,0.0,0.0,0.0,27.19,2.55,0.0
20190730:0149,24.5,39.68,1.02,4.54,26.98,2.69,0.0
20190730:0249,0.0,23.54,0.29,17.31,27.83,3.17,0.0
20190730:0349,114.25,255.48,4.31,30.37,29.32,3.86,0.0
20190730:0449,329.53,300.0,7.15,43.59,31.18,4.14,0.0
20190730:0549,499.86,308.07,9.22,56.78,33.34,4.28,0.0
20190730:0649,633.27,286.64,10.67,69.53,34.8,4.48,0.0
20190730:0749,641.57,287.27,11.06,79.56,36.26,4.14,0.0
20190730:0849,529.66,312.37,10.35,76.7,37.25,3.72,0.0
20190730:0949,414.22,296.74,9.1,65.07,37.71,2.69,0.0
20190730:1049,0.81,209.94,2.6,52.08,38.04,3.03,0.0
20190730:1149,0.0,56.49,0.7,38.85,38.53,3.1,0.0
20190730:1249,0.0,70.61,0.87,25.67,38.44,3.38,0.0
20190730:1349,0.0,28.06,0.36,12.69,37.83,3.93,0.0
20190730:1449,0.0,0.0,0.0,0.0,36.86,4.07,0.0
20190730:1549,0.0,0.0,0.0,0.0,35.54,4.55,0.0
20190730:1649,0.0,0.0,0.0,0.0,33.87,4.28,0.0
20190730:1749,0.0,0.0,0.0,0.0,32.7,2.48,0.0
20190730:1849,0.0,0.0,0.0,0.0,31.75,1.86,0.0
20190730:1949,0.0,0.0,0.0,0.0,30.94,1.79,0.0
20190730:2049,0.0,0.0,0.0,0.0,30.11,1.93,0.0
20190730:2149,0.0,0.0,0.0,0.0,29.36,1.93,0.0
20190730:2249,0.0,0.0,0.0,0.0,28.71,2.14,0.0
20190730:2349,0.0,0.0,0.0,0.0,28.16,2.34,0.0
20190731:0049,0.0,0.0,0.0,0.0,27.74,2.28,0.0
20190731:0149,24.31,40.14,1.01,4.44,27.46,2.0,0.0
20190731:0249,0.0,34.83,0.43,17.21,28.54,2.34,0.0
20190731:0349,65.25,249.92,3.74,30.29,30.33,3.1,0.0
20190731:0449,311.72,307.39,7.03,43.51,32.43,3.79,0.0
20190731:0549,527.69,295.03,9.36,56.7,34.3,4.21,0.0
20190731:0649,601.58,305.47,10.51,69.41,36.2,4.07,0.0
20190731:0749,598.18,313.78,10.84,79.34,37.62,3.86,0.0
20190731:0849,513.01,322.21,10.24,76.52,38.62,3.72,0.0
20190731:0949,130.44,407.02,6.72,64.95,39.74,3.17,0.0
20190731:1049,143.68,324.65,6.1,51.97,40.56,3.38,0.0
20190731:1149,131.36,215.5,4.99,38.75,40.85,3.59,0.0
20190731:1249,17.73,141.87,2.26,25.56,40.62,3.86,0.0
